	tax1	tax2	tax3	spname	nucleotides	orfs	enzymes	rnas
nio	Prokaryotes	Bacteria	Nitrospirae	Candidatus Nitrospira inopinata	3295117	3373	587	59
lfc	Prokaryotes	Bacteria	Nitrospirae	Leptospirillum ferrooxidans	2559538	2421	531	60
lfi	Prokaryotes	Bacteria	Nitrospirae	Leptospirillum ferriphilum ML-04	2406157	2471	522	54
lfp	Prokaryotes	Bacteria	Nitrospirae	Leptospirillum ferriphilum YSK	2330585	2260	521	54
leg	Prokaryotes	Bacteria	Nitrospirae	Leptospirillum sp. Group II	2709324	2460	486	55
tid	Prokaryotes	Bacteria	Thermodesulfobacteria	Thermodesulfatator indicus	2322224	2195	524	58
top	Prokaryotes	Bacteria	Thermodesulfobacteria	Thermodesulfobacterium geofontis	1634377	1596	451	52
tcm	Prokaryotes	Bacteria	Thermodesulfobacteria	Thermodesulfobacterium commune	1764045	1453	410	50
cthi	Prokaryotes	Bacteria	Thermodesulfobacteria	Caldimicrobium thiodismutans	1814952	1774	465	49
saal	Prokaryotes	Bacteria	Saccharibacteria	Candidatus Saccharimonas aalborgensis	1013781	1034	171	52
sbe	Prokaryotes	Bacteria	Saccharibacteria	Candidatus Saccharibacteria bacterium RAAC3_TM7_1	845464	920	165	41
sbag	Prokaryotes	Bacteria	Saccharibacteria	Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17	1038683	1091	170	43
sox	Prokaryotes	Bacteria	Saccharibacteria	Candidatus Saccharibacteria oral	705138	692	139	47
prf	Prokaryotes	Bacteria	Peregrinibacteria	Candidatus Peribacter riflensis	1248026	1102	226	46
mox	Prokaryotes	Bacteria	Other	Candidatus Methylomirabilis oxyfera	2752854	3072	568	54
srb	Prokaryotes	Bacteria	Unclassified Bacteria	Candidate division SR1 bacterium RAAC1_SR1_1	1177760	1059	171	40
srg	Prokaryotes	Bacteria	Unclassified Bacteria	Candidate division SR1 bacterium Aalborg_AAW-1	1044756	993	163	42
wwe	Prokaryotes	Bacteria	Unclassified Bacteria	Candidate division WWE3 bacterium RAAC2_WWE3_1	878109	871	144	48
bgw	Prokaryotes	Bacteria	Unclassified Bacteria	Candidate division Kazan bacterium GW2011_GWA1_50_15	602646	591	110	4
bbgw	Prokaryotes	Bacteria	Unclassified Bacteria	Berkelbacteria bacterium GW2011_GWE1_39_12	915059	992	158	45
mib	Prokaryotes	Bacteria	Unclassified Bacteria	Candidatus Beckwithbacteria bacterium GW2011_GWC1_49_16	1049888	1113	198	47
wba	Prokaryotes	Bacteria	Unclassified Bacteria	Candidatus Woesebacteria bacterium GW2011_GWF1_31_35	819458	909	136	46
pwo	Prokaryotes	Bacteria	Unclassified Bacteria	Candidatus Wolfebacteria bacterium GW2011_GWB1_47_1	984447	1022	133	49
cgw	Prokaryotes	Bacteria	Unclassified Bacteria	Candidatus Campbellbacteria bacterium GW2011_OD1_34_28	752630	739	104	4
tmg	Prokaryotes	Bacteria	Unclassified Bacteria	Candidate division TM6 bacterium GW2011_GWF2_28_16	853053	855	183	47
baab	Prokaryotes	Bacteria	Unclassified Bacteria	Bacterium AB1	593366	610	52	33
mja	Prokaryotes	Archaea	Euryarchaeota	Methanocaldococcus jannaschii	1739927	1770	410	43
mfe	Prokaryotes	Archaea	Euryarchaeota	Methanocaldococcus fervens	1507251	1581	413	45
mvu	Prokaryotes	Archaea	Euryarchaeota	Methanocaldococcus vulcanius	1761737	1742	420	43
mfs	Prokaryotes	Archaea	Euryarchaeota	Methanocaldococcus sp. FS406-22	1773136	1816	412	44
mif	Prokaryotes	Archaea	Euryarchaeota	Methanocaldococcus infernus	1328194	1441	415	46
mjh	Prokaryotes	Archaea	Euryarchaeota	Methanocaldococcus bathoardescens	1607556	1635	415	41
mig	Prokaryotes	Archaea	Euryarchaeota	Methanotorris igneus	1854197	1772	425	42
mmp	Prokaryotes	Archaea	Euryarchaeota	Methanococcus maripaludis S2	1661137	1722	428	50
mmq	Prokaryotes	Archaea	Euryarchaeota	Methanococcus maripaludis C5	1789046	1822	428	47
mmx	Prokaryotes	Archaea	Euryarchaeota	Methanococcus maripaludis C6	1744193	1826	427	48
mmz	Prokaryotes	Archaea	Euryarchaeota	Methanococcus maripaludis C7	1772694	1788	426	47
mmd	Prokaryotes	Archaea	Euryarchaeota	Methanococcus maripaludis X1	1746697	1850	437	42
mmak	Prokaryotes	Archaea	Euryarchaeota	Methanococcus maripaludis KA1	1858414	1969	433	47
mmao	Prokaryotes	Archaea	Euryarchaeota	Methanococcus maripaludis OS7	1749749	1837	425	46
mae	Prokaryotes	Archaea	Euryarchaeota	Methanococcus aeolicus	1569500	1490	419	46
mvn	Prokaryotes	Archaea	Euryarchaeota	Methanococcus vannielii	1720048	1678	428	51
mvo	Prokaryotes	Archaea	Euryarchaeota	Methanococcus voltae	1936387	1717	402	47
mok	Prokaryotes	Archaea	Euryarchaeota	Methanothermococcus okinawensis	1677455	1595	418	46
mac	Prokaryotes	Archaea	Euryarchaeota	Methanosarcina acetivorans	5751492	4540	502	10
mba	Prokaryotes	Archaea	Euryarchaeota	Methanosarcina barkeri Fusaro	4873766	3625	490	74
mby	Prokaryotes	Archaea	Euryarchaeota	Methanosarcina barkeri MS	4574907	3518	494	67
mbw	Prokaryotes	Archaea	Euryarchaeota	Methanosarcina barkeri Wiesmoor	4907186	3745	493	70
mbar	Prokaryotes	Archaea	Euryarchaeota	Methanosarcina barkeri 227	4487566	3469	493	68
mbak	Prokaryotes	Archaea	Euryarchaeota	Methanosarcina barkeri 3	4560446	3475	484	71
mma	Prokaryotes	Archaea	Euryarchaeota	Methanosarcina mazei Go1	4096345	3371	491	67
mmaz	Prokaryotes	Archaea	Euryarchaeota	Methanosarcina mazei Tuc01	3427949	3252	462	49
mmj	Prokaryotes	Archaea	Euryarchaeota	Methanosarcina mazei S-6	4142816	3347	485	65
mmac	Prokaryotes	Archaea	Euryarchaeota	Methanosarcina mazei C16	4166241	3371	485	66
mvc	Prokaryotes	Archaea	Euryarchaeota	Methanosarcina vacuolata	4563885	3508	495	68
mek	Prokaryotes	Archaea	Euryarchaeota	Methanosarcina sp. Kolksee	4553495	3476	492	70
mls	Prokaryotes	Archaea	Euryarchaeota	Methanosarcina lacustris	4139808	3222	472	65
metm	Prokaryotes	Archaea	Euryarchaeota	Methanosarcina sp. MTP4	4211468	3250	481	64
mef	Prokaryotes	Archaea	Euryarchaeota	Methanosarcina sp. WH1	3914091	3198	478	64
meq	Prokaryotes	Archaea	Euryarchaeota	Methanosarcina sp. WWM596	4137337	3408	484	64
msj	Prokaryotes	Archaea	Euryarchaeota	Methanosarcina siciliae C2J	5427890	4401	499	66
msz	Prokaryotes	Archaea	Euryarchaeota	Methanosarcina siciliae HI350	4941115	3900	498	65
msw	Prokaryotes	Archaea	Euryarchaeota	Methanosarcina siciliae T4/M	5017558	3971	498	65
mthe	Prokaryotes	Archaea	Euryarchaeota	Methanosarcina thermophila CHTI-55	3130228	2545	478	67
mthr	Prokaryotes	Archaea	Euryarchaeota	Methanosarcina thermophila TM-1	3127379	2560	474	67
mhor	Prokaryotes	Archaea	Euryarchaeota	Methanosarcina horonobensis	5018607	4095	508	66
mbu	Prokaryotes	Archaea	Euryarchaeota	Methanococcoides burtonii	2575032	2272	440	67
mmet	Prokaryotes	Archaea	Euryarchaeota	Methanococcoides methylutens	2394636	2203	453	64
mmh	Prokaryotes	Archaea	Euryarchaeota	Methanohalophilus mahii	2012424	1987	440	63
mhaz	Prokaryotes	Archaea	Euryarchaeota	Methanohalophilus halophilus	2022959	1981	436	54
mev	Prokaryotes	Archaea	Euryarchaeota	Methanohalobium evestigatum	2406232	2254	429	59
mzh	Prokaryotes	Archaea	Euryarchaeota	Methanosalsum zhilinae	2138444	1976	452	61
mpy	Prokaryotes	Archaea	Euryarchaeota	Methanolobus psychrophilus	3072769	3167	483	62
mhz	Prokaryotes	Archaea	Euryarchaeota	Methanomethylovorans hollandica	2714013	2556	470	61
mtp	Prokaryotes	Archaea	Euryarchaeota	Methanosaeta thermophila	1879471	1696	402	51
mcj	Prokaryotes	Archaea	Euryarchaeota	Methanosaeta concilii	3026645	2850	435	50
mhi	Prokaryotes	Archaea	Euryarchaeota	Methanosaeta harundinacea	2571034	2371	429	43
mhu	Prokaryotes	Archaea	Euryarchaeota	Methanospirillum hungatei	3544738	3139	453	66
mla	Prokaryotes	Archaea	Euryarchaeota	Methanocorpusculum labreanum	1804962	1739	402	63
mem	Prokaryotes	Archaea	Euryarchaeota	Methanoculleus marisnigri	2478101	2489	449	53
mbg	Prokaryotes	Archaea	Euryarchaeota	Methanoculleus bourgensis	2789774	2580	444	48
mema	Prokaryotes	Archaea	Euryarchaeota	Methanoculleus sp. MAB1	2859299	3450	430	51
mpi	Prokaryotes	Archaea	Euryarchaeota	Methanolacinia petrolearia	2843290	2785	440	57
mbn	Prokaryotes	Archaea	Euryarchaeota	Methanoregula boonei	2542943	2450	427	53
mfo	Prokaryotes	Archaea	Euryarchaeota	Methanoregula formicica	2820858	2816	421	54
mpl	Prokaryotes	Archaea	Euryarchaeota	Candidatus Methanosphaerula palustris	2922917	2655	431	70
mpd	Prokaryotes	Archaea	Euryarchaeota	Methanocella paludicola	2957635	3004	435	58
mez	Prokaryotes	Archaea	Euryarchaeota	Methanocella conradii	2378438	2455	421	57
rci	Prokaryotes	Archaea	Euryarchaeota	Methanocella arvoryzae	3179916	3085	452	60
mth	Prokaryotes	Archaea	Euryarchaeota	Methanothermobacter thermautotrophicus	1751377	1869	406	47
mmg	Prokaryotes	Archaea	Euryarchaeota	Methanothermobacter marburgensis	1639135	1757	413	49
metc	Prokaryotes	Archaea	Euryarchaeota	Methanothermobacter sp. CaT2	1731018	1760	409	46
mwo	Prokaryotes	Archaea	Euryarchaeota	Methanothermobacter wolfeii	1686891	1792	408	44
mst	Prokaryotes	Archaea	Euryarchaeota	Methanosphaera stadtmanae	1767403	1534	379	52
msi	Prokaryotes	Archaea	Euryarchaeota	Methanobrevibacter smithii	1853160	1795	404	42
mru	Prokaryotes	Archaea	Euryarchaeota	Methanobrevibacter ruminantium	2937203	2217	418	66
meb	Prokaryotes	Archaea	Euryarchaeota	Methanobrevibacter sp. AbM4	1998189	1671	410	45
mmil	Prokaryotes	Archaea	Euryarchaeota	Methanobrevibacter millerae	2543538	2269	406	47
meye	Prokaryotes	Archaea	Euryarchaeota	Methanobrevibacter sp. YE315	2273296	1942	410	40
mol	Prokaryotes	Archaea	Euryarchaeota	Methanobrevibacter olleyae	2201192	1834	397	40
mel	Prokaryotes	Archaea	Euryarchaeota	Methanobacterium lacus	2583753	2493	438	51
mew	Prokaryotes	Archaea	Euryarchaeota	Methanobacterium paludis	2546541	2397	438	58
meth	Prokaryotes	Archaea	Euryarchaeota	Methanobacterium sp. MB1	2029766	2021	424	48
mfc	Prokaryotes	Archaea	Euryarchaeota	Methanobacterium formicicum BRM9	2449987	2352	427	52
mfi	Prokaryotes	Archaea	Euryarchaeota	Methanobacterium formicicum DSM1535	2478074	2409	430	50
mcub	Prokaryotes	Archaea	Euryarchaeota	Methanobacterium curvum	2469575	2345	424	53
mfv	Prokaryotes	Archaea	Euryarchaeota	Methanothermus fervidus	1243342	1283	386	49
mka	Prokaryotes	Archaea	Euryarchaeota	Methanopyrus kandleri	1694969	1687	362	38
afu	Prokaryotes	Archaea	Euryarchaeota	Archaeoglobus fulgidus DSM 4304	2178400	2407	433	49
afg	Prokaryotes	Archaea	Euryarchaeota	Archaeoglobus fulgidus DSM 8774	2316287	2557	450	56
apo	Prokaryotes	Archaea	Euryarchaeota	Archaeoglobus profundus	1563423	1823	378	53
ave	Prokaryotes	Archaea	Euryarchaeota	Archaeoglobus veneficus	1901943	2090	424	49
ast	Prokaryotes	Archaea	Euryarchaeota	Archaeoglobus sulfaticallidus	2076931	2216	428	60
fpl	Prokaryotes	Archaea	Euryarchaeota	Ferroglobus placidus	2196266	2480	456	55
gac	Prokaryotes	Archaea	Euryarchaeota	Geoglobus acetivorans	1860815	2218	432	50
gah	Prokaryotes	Archaea	Euryarchaeota	Geoglobus ahangari	1770093	1973	429	52
hal	Prokaryotes	Archaea	Euryarchaeota	Halobacterium salinarum NRC-1	2571010	2605	439	52
hsl	Prokaryotes	Archaea	Euryarchaeota	Halobacterium salinarum	2668776	2707	434	52
hdl	Prokaryotes	Archaea	Euryarchaeota	Halobacterium sp. DL1	3162560	3280	477	50
hhb	Prokaryotes	Archaea	Euryarchaeota	Halobacterium hubeiense	3130345	3342	487	52
hje	Prokaryotes	Archaea	Euryarchaeota	Halalkalicoccus jeotgali	3698650	3873	511	49
halh	Prokaryotes	Archaea	Euryarchaeota	Haloarchaeon HTSR1	1972283	2023	430	48
hhsr	Prokaryotes	Archaea	Euryarchaeota	Haloarchaeon HSR6	2085946	2100	430	48
hma	Prokaryotes	Archaea	Euryarchaeota	Haloarcula marismortui	4274642	4240	546	61
hhi	Prokaryotes	Archaea	Euryarchaeota	Haloarcula hispanica ATCC 33960	3890005	3859	533	60
hhn	Prokaryotes	Archaea	Euryarchaeota	Haloarcula hispanica N601	3901495	3932	533	60
hab	Prokaryotes	Archaea	Euryarchaeota	Haloarcula sp. CBA1115	4225046	3916	522	59
nph	Prokaryotes	Archaea	Euryarchaeota	Natronomonas pharaonis	2749696	2802	484	51
nmo	Prokaryotes	Archaea	Euryarchaeota	Natronomonas moolapensis	2912573	2749	460	50
hut	Prokaryotes	Archaea	Euryarchaeota	Halorhabdus utahensis	3116795	2998	461	50
hti	Prokaryotes	Archaea	Euryarchaeota	Halorhabdus tiamatea	3146160	3023	441	49
hmu	Prokaryotes	Archaea	Euryarchaeota	Halomicrobium mukohataei	3332349	3349	498	60
hali	Prokaryotes	Archaea	Euryarchaeota	Halorientalis sp. IM1011	3778989	3746	507	83
hsu	Prokaryotes	Archaea	Euryarchaeota	Halanaeroarchaeum sulfurireducens HSR2	2209738	2228	418	50
hsf	Prokaryotes	Archaea	Euryarchaeota	Halanaeroarchaeum sulfurireducens M27-SA2	2253500	2270	418	49
hwa	Prokaryotes	Archaea	Euryarchaeota	Haloquadratum walsbyi DSM 16790	3179361	2560	459	56
hwc	Prokaryotes	Archaea	Euryarchaeota	Haloquadratum walsbyi C23	3260476	2650	453	56
hvo	Prokaryotes	Archaea	Euryarchaeota	Haloferax volcanii	4012900	4018	559	49
hme	Prokaryotes	Archaea	Euryarchaeota	Haloferax mediterranei	3904707	3828	527	64
hgi	Prokaryotes	Archaea	Euryarchaeota	Haloferax gibbonsii	3918454	3704	551	62
hbo	Prokaryotes	Archaea	Euryarchaeota	Halogeometricum borinquense	3944467	3898	523	57
hla	Prokaryotes	Archaea	Euryarchaeota	Halorubrum lacusprofundi	3692576	3560	494	61
hsi	Prokaryotes	Archaea	Euryarchaeota	Halolamina sediminis	3543891	3150	746	80
htu	Prokaryotes	Archaea	Euryarchaeota	Haloterrigena turkmenica	5440782	5113	576	64
hda	Prokaryotes	Archaea	Euryarchaeota	Haloterrigena daqingensis	3835796	3642	508	54
nmg	Prokaryotes	Archaea	Euryarchaeota	Natrialba magadii	4443643	4212	517	60
hxa	Prokaryotes	Archaea	Euryarchaeota	Halopiger xanaduensis	4355268	4221	551	60
nat	Prokaryotes	Archaea	Euryarchaeota	Natrinema sp. J7-2	3793615	4302	523	58
npe	Prokaryotes	Archaea	Euryarchaeota	Natrinema pellirubrum	4354100	4199	520	58
nge	Prokaryotes	Archaea	Euryarchaeota	Natronobacterium gregoryi	3788356	3656	522	59
hru	Prokaryotes	Archaea	Euryarchaeota	Halovivax ruber	3223876	3099	473	52
nou	Prokaryotes	Archaea	Euryarchaeota	Natronococcus occultus	4314118	4154	563	68
sali	Prokaryotes	Archaea	Euryarchaeota	Salinarchaeum sp. Harcht-Bsk1	3255260	3013	494	48
hlr	Prokaryotes	Archaea	Euryarchaeota	Halostagnicola larsenii	4131176	4171	569	56
hlc	Prokaryotes	Archaea	Euryarchaeota	Halobiforma lacisalsi	4381543	4097	535	60
tac	Prokaryotes	Archaea	Euryarchaeota	Thermoplasma acidophilum	1564906	1478	381	45
tvo	Prokaryotes	Archaea	Euryarchaeota	Thermoplasma volcanium	1584804	1526	379	50
pto	Prokaryotes	Archaea	Euryarchaeota	Picrophilus torridus	1545895	1535	430	47
fac	Prokaryotes	Archaea	Euryarchaeota	Ferroplasma acidarmanus	1935211	1951	432	48
fai	Prokaryotes	Archaea	Euryarchaeota	Ferroplasma acidiphilum	1826943	1763	416	62
cdiv	Prokaryotes	Archaea	Euryarchaeota	Cuniculiplasma divulgatum	1878916	1816	403	54
tar	Prokaryotes	Archaea	Euryarchaeota	Thermoplasmatales archaeon BRNA1	1461105	1528	372	49
max	Prokaryotes	Archaea	Euryarchaeota	Candidatus Methanomethylophilus alvus	1666795	1646	387	52
mer	Prokaryotes	Archaea	Euryarchaeota	Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1	1931651	1826	383	50
mear	Prokaryotes	Archaea	Euryarchaeota	Candidatus Methanoplasma termitum	1488669	1404	358	49
marc	Prokaryotes	Archaea	Euryarchaeota	Methanogenic archaeon ISO4-H5	1937883	1817	375	54
pho	Prokaryotes	Archaea	Euryarchaeota	Pyrococcus horikoshii	1738505	2061	356	49
pab	Prokaryotes	Archaea	Euryarchaeota	Pyrococcus abyssi	1768562	1784	391	97
pfu	Prokaryotes	Archaea	Euryarchaeota	Pyrococcus furiosus DSM 3638	1908256	2065	417	104
pfi	Prokaryotes	Archaea	Euryarchaeota	Pyrococcus furiosus COM1	1909827	2064	417	49
pyn	Prokaryotes	Archaea	Euryarchaeota	Pyrococcus sp. NA2	1861320	1980	397	49
pya	Prokaryotes	Archaea	Euryarchaeota	Pyrococcus yayanosii	1716818	1865	362	50
pys	Prokaryotes	Archaea	Euryarchaeota	Pyrococcus sp. ST04	1736885	1748	397	50
pyc	Prokaryotes	Archaea	Euryarchaeota	Pyrococcus kukulkanii	1977126	1997	343	61
tko	Prokaryotes	Archaea	Euryarchaeota	Thermococcus kodakarensis	2088737	2306	395	51
ton	Prokaryotes	Archaea	Euryarchaeota	Thermococcus onnurineus	1847607	1976	372	51
tga	Prokaryotes	Archaea	Euryarchaeota	Thermococcus gammatolerans	2045438	2157	390	54
tsi	Prokaryotes	Archaea	Euryarchaeota	Thermococcus sibiricus	1845800	2036	372	50
tba	Prokaryotes	Archaea	Euryarchaeota	Thermococcus barophilus	2064237	2265	402	50
the	Prokaryotes	Archaea	Euryarchaeota	Thermococcus sp. 4557	2011320	2133	361	48
tha	Prokaryotes	Archaea	Euryarchaeota	Thermococcus sp. AM4	2086428	2222	375	50
thm	Prokaryotes	Archaea	Euryarchaeota	Thermococcus cleftensis	1950313	2017	363	50
tlt	Prokaryotes	Archaea	Euryarchaeota	Thermococcus litoralis	2215172	2516	412	49
ths	Prokaryotes	Archaea	Euryarchaeota	Thermococcus paralvinellae	1957742	2016	401	50
tnu	Prokaryotes	Archaea	Euryarchaeota	Thermococcus nautili	1976356	2236	361	50
teu	Prokaryotes	Archaea	Euryarchaeota	Thermococcus eurythermalis	2126164	2100	354	50
tgy	Prokaryotes	Archaea	Euryarchaeota	Thermococcus guaymasensis	1920914	2092	349	51
thv	Prokaryotes	Archaea	Euryarchaeota	Thermococcus sp. 2319x1	1961221	2292	394	53
tch	Prokaryotes	Archaea	Euryarchaeota	Thermococcus chitonophagus	1969648	2113	391	52
tpep	Prokaryotes	Archaea	Euryarchaeota	Thermococcus peptonophilus	1896106	1967	358	52
ppac	Prokaryotes	Archaea	Euryarchaeota	Palaeococcus pacificus	1859370	1991	389	53
abi	Prokaryotes	Archaea	Euryarchaeota	Aciduliprofundum boonei	1486778	1544	351	37
acf	Prokaryotes	Archaea	Euryarchaeota	Aciduliprofundum sp. MAR08-339	1437090	1525	346	50
ape	Prokaryotes	Archaea	Crenarchaeota	Aeropyrum pernix	1669696	1700	356	52
acj	Prokaryotes	Archaea	Crenarchaeota	Aeropyrum camini	1595994	1645	346	50
smr	Prokaryotes	Archaea	Crenarchaeota	Staphylothermus marinus	1570485	1570	295	45
shc	Prokaryotes	Archaea	Crenarchaeota	Staphylothermus hellenicus	1580347	1599	300	48
iho	Prokaryotes	Archaea	Crenarchaeota	Ignicoccus hospitalis	1297538	1434	318	50
iis	Prokaryotes	Archaea	Crenarchaeota	Ignicoccus islandicus	1394664	1511	311	52
dka	Prokaryotes	Archaea	Crenarchaeota	Desulfurococcus amylolyticus 1221n	1365223	1471	282	50
dfd	Prokaryotes	Archaea	Crenarchaeota	Desulfurococcus amylolyticus DSM 16532	1384116	1421	288	51
dmu	Prokaryotes	Archaea	Crenarchaeota	Desulfurococcus mucosus	1314639	1345	275	50
tag	Prokaryotes	Archaea	Crenarchaeota	Thermosphaera aggregans	1316595	1387	265	47
iag	Prokaryotes	Archaea	Crenarchaeota	Ignisphaera aggregans	1875953	1930	346	50
thg	Prokaryotes	Archaea	Crenarchaeota	Thermogladius cellulolyticus	1356318	1414	287	49
hbu	Prokaryotes	Archaea	Crenarchaeota	Hyperthermus butylicus	1667163	1602	305	52
pfm	Prokaryotes	Archaea	Crenarchaeota	Pyrolobus fumarii	1843267	1967	351	52
pdl	Prokaryotes	Archaea	Crenarchaeota	Pyrodictium delaneyi	2023836	2036	375	50
sso	Prokaryotes	Archaea	Crenarchaeota	Sulfolobus solfataricus P2	2992245	2994	474	56
sol	Prokaryotes	Archaea	Crenarchaeota	Sulfolobus solfataricus 98/2	2668974	2679	453	49
ssoa	Prokaryotes	Archaea	Crenarchaeota	Sulfolobus solfataricus SULA	2727337	2696	455	50
ssol	Prokaryotes	Archaea	Crenarchaeota	Sulfolobus solfataricus SULB	2727261	2700	454	50
ssof	Prokaryotes	Archaea	Crenarchaeota	Sulfolobus solfataricus SULC	2727312	2692	453	49
sto	Prokaryotes	Archaea	Crenarchaeota	Sulfolobus tokodaii	2694756	2816	444	49
sai	Prokaryotes	Archaea	Crenarchaeota	Sulfolobus acidocaldarius DSM 639	2225959	2223	448	82
sacn	Prokaryotes	Archaea	Crenarchaeota	Sulfolobus acidocaldarius N8	2176362	2275	449	33
sacr	Prokaryotes	Archaea	Crenarchaeota	Sulfolobus acidocaldarius Ron12/I	2223983	2317	452	33
sacs	Prokaryotes	Archaea	Crenarchaeota	Sulfolobus acidocaldarius SUSAZ	2061920	2146	448	50
sis	Prokaryotes	Archaea	Crenarchaeota	Sulfolobus islandicus L.S.2.15	2736272	2738	463	50
sia	Prokaryotes	Archaea	Crenarchaeota	Sulfolobus islandicus M.14.25	2608832	2609	463	48
sim	Prokaryotes	Archaea	Crenarchaeota	Sulfolobus islandicus M.16.27	2692402	2657	460	48
sid	Prokaryotes	Archaea	Crenarchaeota	Sulfolobus islandicus M.16.4	2586647	2736	465	51
siy	Prokaryotes	Archaea	Crenarchaeota	Sulfolobus islandicus Y.G.57.14	2702058	2905	459	48
sin	Prokaryotes	Archaea	Crenarchaeota	Sulfolobus islandicus Y.N.15.51	2854410	2900	461	50
sii	Prokaryotes	Archaea	Crenarchaeota	Sulfolobus islandicus L.D.8.5	2748647	2949	453	48
sih	Prokaryotes	Archaea	Crenarchaeota	Sulfolobus islandicus HVE10/4	2655201	2723	469	103
sir	Prokaryotes	Archaea	Crenarchaeota	Sulfolobus islandicus REY15A	2522992	2644	453	109
sic	Prokaryotes	Archaea	Crenarchaeota	Sulfolobus islandicus LAL14/1	2465177	2601	452	48
sula	Prokaryotes	Archaea	Crenarchaeota	Sulfolobus sp. A20	2688317	2497	460	50
mse	Prokaryotes	Archaea	Crenarchaeota	Metallosphaera sedula	2191517	2256	451	46
mcn	Prokaryotes	Archaea	Crenarchaeota	Metallosphaera cuprina	1840348	2029	418	48
aho	Prokaryotes	Archaea	Crenarchaeota	Acidianus hospitalis	2137654	2329	414	75
aman	Prokaryotes	Archaea	Crenarchaeota	Acidianus manzaensis	2687463	2644	1	51
pai	Prokaryotes	Archaea	Crenarchaeota	Pyrobaculum aerophilum	2222430	2605	409	90
pis	Prokaryotes	Archaea	Crenarchaeota	Pyrobaculum islandicum	1826402	1978	381	48
pcl	Prokaryotes	Archaea	Crenarchaeota	Pyrobaculum calidifontis	2009313	2149	407	26
pas	Prokaryotes	Archaea	Crenarchaeota	Pyrobaculum arsenaticum	2121076	2298	408	45
pyr	Prokaryotes	Archaea	Crenarchaeota	Pyrobaculum ferrireducens	2467972	2827	406	34
pog	Prokaryotes	Archaea	Crenarchaeota	Pyrobaculum oguniense	2452920	2835	435	145
tne	Prokaryotes	Archaea	Crenarchaeota	Pyrobaculum neutrophilum	1769823	1966	377	43
pyw	Prokaryotes	Archaea	Crenarchaeota	Pyrobaculum sp. WP30	1993257	2216	371	9
cma	Prokaryotes	Archaea	Crenarchaeota	Caldivirga maquilingensis	2077567	1963	403	45
tuz	Prokaryotes	Archaea	Crenarchaeota	Thermoproteus uzoniensis	1936063	2186	394	38
ttn	Prokaryotes	Archaea	Crenarchaeota	Thermoproteus tenax	1841542	2049	404	50
vdi	Prokaryotes	Archaea	Crenarchaeota	Vulcanisaeta distributa	2374137	2493	423	49
vmo	Prokaryotes	Archaea	Crenarchaeota	Vulcanisaeta moutnovskia	2298983	2320	402	45
tpe	Prokaryotes	Archaea	Crenarchaeota	Thermofilum pendens	1813393	1876	302	40
thb	Prokaryotes	Archaea	Crenarchaeota	Thermofilum adornatus	1750259	1896	307	46
tcb	Prokaryotes	Archaea	Crenarchaeota	Thermofilum carboxyditrophus	1754190	1924	297	42
thf	Prokaryotes	Archaea	Crenarchaeota	Thermofilum uzonense	1611988	1455	259	50
asc	Prokaryotes	Archaea	Crenarchaeota	Acidilobus saccharovorans	1496453	1499	334	48
clg	Prokaryotes	Archaea	Crenarchaeota	Caldisphaera lagunensis	1546846	1478	348	50
ffo	Prokaryotes	Archaea	Crenarchaeota	Fervidicoccus fontis	1319206	1385	292	45
nmr	Prokaryotes	Archaea	Thaumarchaeota	Nitrosopumilus maritimus	1645259	1795	383	43
nir	Prokaryotes	Archaea	Thaumarchaeota	Candidatus Nitrosopumilus sp. AR2	1690905	1974	369	40
nid	Prokaryotes	Archaea	Thaumarchaeota	Candidatus Nitrosopumilus piranensis	1713078	2161	373	38
